license_id,tw_product,form,ingredient
衛署藥輸字第025612號,Leuplin Depot 6 M 30 mg S.C. Injection,凍晶乾粉注射劑,LEUPRORELIN ACETATE
衛署藥輸字第025638號,NITIGAN EYE RUBY EYE DROPS,點眼液劑,CYANOCOBALAMIN (VIT B12);;NAPHAZOLINE HYDROCHLORIDE;;CHLORPHENIRAMINE MALEATE
衛署藥輸字第025640號,Metformin HCl,（粉）,
衛署藥輸字第025642號,Amisulpride,（粉）,
衛署藥輸字第025643號,MAC CURE,懸液劑,GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL);;SYNTHETIC HYDROTALCITE
衛署藥輸字第025644號,SMILE 40EX EYE DROPS,點眼液劑,RETINOL PALMITATE;;PYRIDOXINE HYDROCHLORIDE;;CHLORPHENIRAMINE MALEATE;;NEOSTIGMINE METHYLSULFATE;;ASPARTATE POTASSIUM MAGNESIUM L- ( EQ TO MAGNESIUM POTASSIUM L-ASPARTATE);;D-ALPHA-TOCOPHEROL ACETATE;;TETRAHYDROZOLINE HCL
衛署藥輸字第025667號,Optive Sensitive Lubricant Eye Drops,點眼液劑,CARBOXYMETHYLCELLULOSE SODIUM (EQ TO SODIUM CARBOXYMETHYLCELLULOSE)
衛署藥輸字第025667號,Optive Sensitive Lubricant Eye Drops,點眼液劑,CARBOXYMETHYLCELLULOSE SODIUM (EQ TO SODIUM CARBOXYMETHYLCELLULOSE)
衛署藥輸字第025668號,Eyes Clean Eye Lotion,點眼液劑,AMINOCAPROIC ACID EPSILON-;;PANTHENOL;;NEOSTIGMINE METHYLSULFATE;;NAPHAZOLINE HYDROCHLORIDE;;CHLORPHENIRAMINE MALEATE;;TAURINE (EQ TO AMINOETHYL SULFONIC ACID )
衛署藥輸字第025670號,Irinotecan Hydrochloride,（粉）,
衛署藥輸字第025671號,CHITOSE ICHOYAKU GRANULE,內服顆粒劑,POWDERED FENNEL;;CALCIUM CARBONATE PRECIPITATE (EQ TO PRECIPITATED CALCIUM CARBONATE);;GERANIUM HERBA POWDER;;CINNAMON BARK POWDER ( EQ TO POWDERED CINNAMON BARK );;BIODIASTASE 1000;;SODIUM BICARBONATE ( EQ TO SODIUM HYDROGEN CARBONATE);;SYNTHETIC HYDROTALCITE
衛署藥輸字第025682號,Nalidixic Acid,（粉）,
衛署藥輸字第025683號,Fukuho-Dokusogan,丸劑,POWDERED GLYCYRRHIZA;;Powdered Rose Fruit;;POWDERED CNIDIUM RHIZOME;;Powdered Magnolia Bark;;Powdered Smilax Rhizome ;;RHUBARB POWDER (EQ TO POWDERED RHUBARB)
衛署藥輸字第025683號,Fukuho-Dokusogan,丸劑,POWDERED GLYCYRRHIZA;;Powdered Rose Fruit;;POWDERED CNIDIUM RHIZOME;;Powdered Magnolia Bark;;Powdered Smilax Rhizome ;;RHUBARB POWDER (EQ TO POWDERED RHUBARB)
衛署藥輸字第025684號,Celecoxib Sandoz Capsule 200mg,膠囊劑,CELECOXIB
衛署藥輸字第025684號,Celecoxib Sandoz Capsule 200mg,膠囊劑,CELECOXIB
衛署藥輸字第025691號,BRILINTA Film-coated Tablets 90 mg,膜衣錠,TICAGRELOR
衛署藥輸字第025692號,Haloperidol Decanoate,（粉）,
衛署藥輸字第025693號,ZABO GOLDEN IBU SOFT CAPSULE,軟膠囊劑,IBUPROFEN
衛署藥輸字第025694號,Bambuterol HCl,（粉）,
衛署藥輸字第025694號,Bambuterol HCl,（粉）,
衛署藥輸字第025695號,EBASTINE,（粉）,
衛署藥製字第036471號,"ASTIDIN POWDER ""Y.Y.""",散劑,TIPEPIDINE HIBENZATE
衛署藥製字第036473號,"PROBUCOL ""SCI""",（粉）,PROBUCOL
衛署藥製字第036474號,GASTIDINE INJECTION 10 MG/ML (FAMOTIDINE),注射劑,FAMOTIDINE
衛署藥製字第036475號,"CIRCULON F.C. TABLETS 9.6MG ""PBF"" (GINKGOFLAVON GLYCOSIDES)",膜衣錠,GINKGO BILOBA EXTRACT
衛署藥製字第036476號,"CIRCULON DROPS 40MG/ML ""PBF""(GINKGOFLAVON GLYCOSIDES)",滴劑,"GINKGO BILOBA EXTRACT(eq. to 9.6mg GINKGO FLAVONGLYCOSIDES CALCULATED AS QUERCETIN, KAEMPFEROL AND ISORHAMNETIN )"
衛署藥製字第036477號,"BENZARONE TABLET 100MG ""M.D.""",錠劑,BENZARONE
衛署藥製字第036480號,"ANWENIN TABLETS 500MG ""C.L.""",錠劑,BASIC ALUMINUM SUCROSE SULFATE (SUCRALFATE)
衛署藥製字第036481號,"ANTIVIRS CREAM 50MG/GM (ACYCLOVIR) ""GCPC""",乳膏劑,ACYCLOVIR
衛署藥製字第036496號,HONEN SOLUTION,液劑,THIAMINE HYDROCHLORIDE;;PYRIDOXINE HCL;;VITAMIN A (ACETATE);;ASCORBIC ACID (VIT C);;ERGOCALCIFEROL (VIT D2CALCIFEROL);;BIOTIN;;RIBOFLAVIN PHOSPHATE SODIUM;;CYANOCOBALAMIN (VIT B12)
衛署藥製字第036498號,AZOL-BETA CREAM,乳膏劑,CLOTRIMAZOLE;;BETAMETHASONE (AS DIPROPIONATE)
衛署藥製字第036499號,"""O.Y."" ELIO OINTMENT",軟膏劑,CENTELLA ASIATICA TITRATED EXTRACT;;NEOMYCIN (SULFATE);;HYDROCORTISONE ACETATE
衛署藥製字第036500號,"SHU-BA-HANI CREAM ""CHINTENG""",乳膏劑,ACETAMIDOCAPROIC ACID -EPSILON (ACEXAMIC ACID);;NEOMYCIN (SULFATE);;NEOMYCIN (SULFATE);;ACETAMIDOCAPROIC ACID -EPSILON (ACEXAMIC ACID);;NEOMYCIN (SULFATE);;ACETAMIDOCAPROIC ACID -EPSILON (ACEXAMIC ACID)
衛署藥製字第036501號,TIEN HSIEN ANTICOLD SOLUTION,液劑,CHLORPHENIRAMINE MALEATE;;TIPEPIDINE CITRATE (ASTRAZAN);;CAFFEINE ANHYDROUS;;ACETAMINOPHEN (EQ TO PARACETAMOL);;POTASSIUM GUAIACOLSULFONATE;;DL-METHYLEPHEDRINE HCL
衛署藥製字第036502號,"Cochow Tablets 175mg ""W.P."" (Pyrantel pamoate)",錠劑,PYRANTEL PAMOATE
衛署藥製字第036503號,CONAPIN TABLET,錠劑,CODEINE PHOSPHATE;;ACETAMINOPHEN (EQ TO PARACETAMOL)
衛署藥製字第036513號,"KANMOUAN SOLUTION ""CHENG RUI""",內服液劑,ACETAMINOPHEN (EQ TO PARACETAMOL);;CHLORPHENIRAMINE MALEATE;;POTASSIUM GUAIACOLSULFONATE;;DL-METHYLEPHEDRINE HCL;;CAFFEINE ANHYDROUS
衛署藥製字第036519號,"ANPIYAN CAPSULES""Sai Wa To""",膠囊劑,CHLORPHENIRAMINE MALEATE;;PYRIDOXINE HCL;;PANTOTHENATE CALCIUM;;NIACINAMIDE (NICOTINAMIDE);;RIBOFLAVIN (VIT B2);;BIOTIN
衛署藥製字第036534號,"NOOJOHN CAPSULES 400MG. (PIRACETAM) ""JOHNSON""",膠囊劑,PIRACETAM
衛署藥製字第036542號,Culium Tablet 3 mg,錠劑,BROMAZEPAM
衛署藥製字第036546號,"DEFRECK CREAM 2% ""STANDARD"" (HYDROQUINONE)",乳膏劑,HYDROQUINONE
衛署藥製字第036562號,"ATENOLOL ""SYN TECH""",原料藥結晶性粉末,ATENOLOL
衛署藥製字第036563號,SEDOCON GEL 10% (BENZOYL PEROXIDE),外用凝膠劑,BENZOYL PEROXIDE (HYDROUS)
衛署藥製字第036588號,"GINKGO F.C.TABLETS 9.6MG ""C.H."" (GINKGOFLAVONGLYCOSIDE)",膜衣錠,GINKGO BILOBA EXTRACT
衛署藥製字第036591號,"Anti-inflammatory Repair Ointment 10mg/gm ""Longcheng""(Centella Asiatica)",軟膏劑,CENTELLA ASIATICA TRITERPENES
衛署藥製字第036594號,AN AN ANTICOLD INTENSE SOLUTION,內服液劑,ACETAMINOPHEN (EQ TO PARACETAMOL);;CHLORPHENIRAMINE MALEATE;;CAFFEINE ANHYDROUS;;DL-METHYLEPHEDRINE HCL;;DEXTROMETHORPHAN HBR;;POTASSIUM GUAIACOLSULFONATE
衛署藥製字第036596號,"ACYCLOVIR ""YUNG-ZIP""",（粉）,ACYCLOVIR
衛署藥製字第036597號,"TRADOL INJECTION 50MG/ML (TRAMADOL HYDROCHLORIDE) ""GENTLE""",注射劑,TRAMADOL HCL
衛署藥製字第036599號,"CARDIOPIRIN TABLETS 100MG (ASPIRIN) ""VPP""",錠劑,ASPIRIN
衛署藥製字第036600號,"TOWELL TABLETS ""EVEREST""",錠劑,SYNTHETIC ALUMINUM SILICATE;;BUTYLSCOPOLAMINE BROMIDE (EQ TO HYOSCINE-N-BUTYLBROMIDE);;DICYCLOMINE HCL;;MAGNESIUM OXIDE;;SODIUM COPPER CHLOROPHYLLIN;;CHLORDIAZEPOXIDE;;MAGNESIUM ALUMINUM HYDROXIDE CO-DRIED GEL
衛署藥製字第036642號,"TOP-CAL TABLETS 500MG ""H.S.""(CALCIUM CARBONATE)",錠劑,CALCIUM CARBONATE
衛署藥製字第036644號,"ATROGEM TABLETS 200MG (TIAPROFENIC ACID) ""MACRO""",錠劑,TIAPROFENIC ACID
衛署藥製字第036653號,ALLOPURINOL,（粉）,ALLOPURINOL
衛署藥製字第036674號,"SOU SYRUP ""CHINTENG""",糖漿劑,CODEINE PHOSPHATE;;PSEUDOEPHEDRINE HCL;;TRIPROLIDINE HCL;;GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN)
衛署藥製字第036677號,DALMADORM CAPSULES 30MG ( FLURAZEPAM),膠囊劑,FLURAZEPAM HCL
衛署藥製字第036679號,DALMADORM CAPSULES 15MG (FLURAZEPAM),膠囊劑,FLURAZEPAM HCL
衛署藥製字第036680號,FENK CHEWABLE TABLETS 500MG(CALCIUM POLYCARBOPHIL),咀嚼錠,POLYCARBOPHIL CALCIUM
衛署藥製字第036691號,"DUOCER SOLUTION 20MG/ML (CIMETIDINE) ""PURZER""",內服液劑,CIMETIDINE
衛署藥製字第043856號,"I.S.K. SPIRIT ""C.H.""",醑劑,POTASSIUM IODIDE;;SALICYLIC ACID;;IODINE
衛署藥製字第043857號,ZUSAWTO E.M. CAPSULES,腸溶微粒膠囊劑,DICLOFENAC SODIUM
衛署藥製字第043858號,"DIACRON TABLETS 80MG ""GENTLE""",錠劑,GLICLAZIDE
衛署藥製字第043859號,"USPEN TABLETS 100MG ""YU SHENG""",錠劑,CLOZAPINE
衛署藥製字第043860號,"ELAM TABLETS 2MG ""EVEREST""",錠劑,ESTAZOLAM
衛署藥製字第026058號,"ALLERMIN INJECTION 3MG/ML (PIPRINHYDRINATE)""Y.Y.""",注射劑,PIPRINHYDRINATE
衛署藥製字第026061號,SECOLA LOZENGES 2MG (CETYLPYRIDINIUM),口含錠,CETYLPYRIDINIUM CHLORIDE;;CETYLPYRIDINIUM CHLORIDE;;CETYLPYRIDINIUM CHLORIDE;;CETYLPYRIDINIUM CHLORIDE;;CETYLPYRIDINIUM CHLORIDE;;CETYLPYRIDINIUM CHLORIDE
衛署藥製字第026073號,COBACIDE TABLETS,錠劑,SULFAMETHOXAZOLE;;TRIMETHOPRIM
衛署藥製字第026078號,NOSEMIN TABLETS,錠劑,PHENYLEPHRINE HCL;;BROMPHENIRAMINE MALEATE
衛署藥製字第026079號,BROMAZIN TABLETS 6MG (BROMAZEPAM),錠劑,BROMAZEPAM
衛署藥製字第026080號,"BROMAZIN TABLETS 3MG ""Johnson""(BROMAZEPAM)",錠劑,BROMAZEPAM
衛署藥製字第026082號,KACILEN INJECTION,注射劑,POTASSIUM CHLORIDE
衛署藥製字第026100號,"SUMIN TABLETS 2.5MG ""LITA"" (TRIPROLIDINE)",錠劑,TRIPROLIDINE HCL
衛署藥製字第026102號,IBUPROFEN CAPSULES 200MG,膠囊劑,IBUPROFEN
衛署藥製字第026103號,"BISUTON CAPSULES ""C.M.""",膠囊劑,CARBINOXAMINE MALEATE;;PSEUDOEPHEDRINE HCL;;CAFFEINE ANHYDROUS
衛署藥製字第026105號,"ELISTIN TABLETS 1.5MG ""STANDARD"" (DIHYDROERGOTOXINE MESYLATE)",錠劑,DIHYDROERGOTOXINE MESYLATE
衛署藥製字第026114號,EMODINE CAPSULES,膠囊劑,LOPERAMIDE HCL
衛署藥製字第026115號,"IRIDINE CAPSULES 2MG (LOPERAMIDE) ""Y.S.""",膠囊劑,LOPERAMIDE HCL
衛署藥製字第026118號,"SOON INJECTION ""YUNG SHIN""",注射劑,ESTRADIOL BENZOATE;;PROGESTERONE
衛署藥製字第026120號,NOSDEC TABLETS,錠劑,PSEUDOEPHEDRINE HCL;;CARBINOXAMINE MALEATE
衛署藥製字第026133號,SUCAFATE TABLETS 500MG (BASIC ALUMINUM SUCROSE SULFATE),錠劑,ALUMINUM SUCROSE SULFATE (SUCRALFATE)
衛署藥製字第026136號,POMIAN CAPSULES,膠囊劑,GLYCYRRHIZATE AMMONIUM SALT (GLYCAMIL);;CHLORPHENIRAMINE MALEATE;;OROTIC ACID (VIT B13)
衛署藥製字第026138號,"TOLPERISONE TABLETS 100MG ""S.C.""",錠劑,TOLPERISONE HCL
衛署藥製字第026144號,"CLONIDINE TABLETS 0.15MG ""C.H.""",錠劑,CLONIDINE HCL (CLONIDINE HYDROCHLORIDE)
衛署藥製字第026153號,EMOSE CAPSULES 2MG (LOPERAMIDE),膠囊劑,LOPERAMIDE HCL
衛署藥製字第026154號,BUDEMA TABLETS 1MG ”CHEN TA” (BUMETANIDE),錠劑,BUMETANIDE
衛署藥製字第026185號,"METHINOL TABLETS 500MG "" PANBIOTIC """,錠劑,METHISOPRINOL
衛署藥製字第026191號,"""PAOCHITANG"" KE WANG SYRUP",糖漿劑,PYRILAMINE MALEATE (MEPYRAMINE MALEATE);;CODEINE PHOSPHATE;;POTASSIUM GUAIACOLSULFONATE;;PHENYLEPHRINE HCL
衛署藥製字第026199號,"RIVAPRESS TABLETS 250MG (METHYLDOPA) ""PANBIOTIC""",錠劑,METHYLDOPA
衛署藥製字第026201號,"ECOZINE TABLETS 20MG (EPRAZINONE) ""ORIENTAL""",錠劑,EPRAZINONE HCL
衛署藥製字第026203號,CHAPIN CAPSULES,膠囊劑,CHLORPHENIRAMINE MALEATE;;THIAMINE HYDROCHLORIDE;;POTASSIUM GUAIACOLSULFONATE;;CAFFEINE ANHYDROUS;;DL-METHYLEPHEDRINE HCL;;ACETAMINOPHEN (EQ TO PARACETAMOL);;DEXTROMETHORPHAN HBR;;RIBOFLAVIN (VIT B2)
衛署藥製字第038685號,POTARLON TABLETS 500MG (MEFENAMIC ACID),錠劑,MEFENAMIC ACID
衛署藥製字第038686號,"GINBININ S.C TABLETS 9.6 MG (GINKGOFLAVONGLYCOSIDE) ""LITA""",糖衣錠,GINKGO BILOBA EXTRACT
衛署藥製字第038691號,NAROTON TABLETS 275MG“H.S.”(NAPROXEN SODIUM),錠劑,NAPROXEN SODIUM
衛署藥製字第038692號,"QUICK CAPSULES 20MG (OMEPRAZOLE) ""H.S.""",膠囊劑,OMEPRAZOLE
衛署藥製字第038703號,"HEALTHY TEETH SOLUTION ""F.Y.""",外用液劑,BENZOCAINE (ETHYL AMINOBENZOATE);;CREOSOTE
衛署藥製字第038705號,"SINTIFEN CAPSULES 1MG (KETOTIFEN) ""S.T.""",膠囊劑,KETOTIFEN (FUMARATE)
衛署藥製字第038710號,VESYCA FILM COATED TABLETS 300MG (RANITIDINE HYDROCHLORIDE),膜衣錠,RANITIDINE (HCL)
衛署藥製字第038731號,"Ginbonin Solution 9.6 mg/ml ""Y.K.""",內服液劑,"GINKGO BILOBA EXTRACT((9.6mg GINKGO FLAVONGLYCOSIDES CALCULATED AS QUERCETIN,KAEMPFEROL AND ISORHAMNETIN,2.4mg TERPENLACTONES )"
衛署藥製字第038732號,KOLEHO TROCHES 5MG,口含錠,CHLORHEXIDINE HCL
衛署藥製字第038733號,"KAZUHOU TOPICAL POWDER 10MG/GM (TOLNAFTATE) ""C.M.""",外用粉劑,TOLNAFTATE
衛署藥製字第038736號,SCHNIN DROPS 9.6 MG/ML (GINKGOFLAVON GLYCOSIDE),滴劑,GINKGO BILOBA EXTRACT
衛署藥製字第038737號,"PIXICAM I.M. INJECTION 20MG/ML ""ORIENTAL"" (PIROXICAM)",注射劑,PIROXICAM
衛署藥製字第038738號,FLUZONE SOLUTION,內服液劑,CHLORPHENIRAMINE MALEATE;;ACETAMINOPHEN (EQ TO PARACETAMOL);;DEXTROMETHORPHAN HBR;;PSEUDOEPHEDRINE HCL
衛署藥製字第038763號,"N-WAY TABLETS 400MG (CIMETIDINE) ""MEIDER""",錠劑,CIMETIDINE;;CIMETIDINE
衛署藥製字第038764號,"N-WAY TABLETS 200MG (CIMETIDINE) ""MEIDER""",錠劑,CIMETIDINE;;CIMETIDINE
衛署藥製字第038766號,"METHYLPREDNISOLONE TABLETS 4MG ""YUNG SHIN""",錠劑,METHYLPREDNISOLONE
衛署藥製字第038767號,"COSDO CREAM 100MG/GM ""CHINTENG""",乳膏劑,BENZOYL PEROXIDE
衛署藥製字第038821號,TENFON GINKGO DROPS(GINKGOFLAVONGLYCOSIDE),滴劑,"GINKGO BILOBA EXTRACT((9.6mg GINKGO FLAVONGLYCOSIDES CALCULATED AS QUERCETIN,KAEMPFEROL AND ISORHAMNETIN,2.4mg TERPENLACTONES )"
衛署藥製字第038838號,"Linol F.C. Tablets 120 mg ""Y.K.""",膜衣錠,BISMUTH SUBCITRATE COLLOIDAL
衛署藥製字第038840號,"Silyrin-H Capsule 150mg (Silymarin) ""WELCAN""",膠囊劑,SILYMARIN (EXSICCATED FRUCTUS CARDUI MARIANUS EXTRACT)
衛署藥製字第038842號,"YIPAIFEN TABLETS 600MG ""C.A."" (IBUPROFEN)",錠劑,IBUPROFEN
衛署藥製字第038843號,"CEFMORE INJECTION (CEFOXITIN SODIUM) ""SWISS""",注射劑,CEFOXITIN (SODIUM);;CEFOXITIN (SODIUM)
衛署藥製字第038844號,"KETOPHEN CAPSULE ""CENTER""",膠囊劑,KETOPROFEN
衛署藥製字第047841號,Sofuni ointment 2%,軟膏劑,FUSIDATE SODIUM
衛署藥製字第047843號,Zocomin Oral Solution 0.1% W/V,內服液劑,CETIRIZINE DIHYDROCHLORIDE (EQ TO CETIRIZINE 2HCL )
衛署藥製字第047844號,Trandolapril,（粉）,
衛署藥製字第047846號,"Fluzole cream ""Royal""",乳膏劑,ISOCONAZOLE NITRATE;;DIFLUCORTOLONE VALERATE
衛署藥製字第047847號,Spalin Ointment,軟膏劑,PREDNISOLONE;;CAMPHOR;;DIPHENHYDRAMINE;;METHYL SALICYLATE
衛署藥製字第052574號,Fonanlin Common Cold Solution,內服液劑,ACETAMINOPHEN (EQ TO PARACETAMOL);;CHLORPHENIRAMINE MALEATE;;CAFFEINE ANHYDROUS;;POTASSIUM GUAIACOLSULFONATE;;CHLORPHENIRAMINE MALEATE;;ACETAMINOPHEN (EQ TO PARACETAMOL);;POTASSIUM GUAIACOLSULFONATE;;CAFFEINE ANHYDROUS
衛署藥製字第052575號,Flucolin Capsules 250 mg,膠囊劑,FLUCLOXACILLIN SODIUM
衛署藥製字第052576號,Lotepin S.C. Tablets 25 mg,糖衣錠,ZOTEPINE
衛署藥製字第052577號,Caladiphen Lotion,洗劑,DIPHENHYDRAMINE HCL;;CALAMINE;;CALAMINE;;DIPHENHYDRAMINE HCL;;CALAMINE;;DIPHENHYDRAMINE HCL;;CALAMINE;;DIPHENHYDRAMINE HCL;;DIPHENHYDRAMINE HCL;;CALAMINE
衛署藥製字第052578號,CAPSICUM PLASTER“HL”,藥膠布,CAPSICUM EXTRACT
衛署藥製字第052616號,Luxtab F.C. Tablets 4 mg (Lacidipine),膜衣錠,LACIDIPINE
衛署藥製字第052617號,Nodoff F.C. Tablets 5mg,膜衣錠,OLANZAPINE
衛署藥製字第052618號,Oxacillin powder for Injection “Inalways”,乾粉注射劑,OXACILLIN (SODIUM);;OXACILLIN (SODIUM);;OXACILLIN (SODIUM);;OXACILLIN (SODIUM)
衛署藥製字第052619號,"REVOCO Hair Regrowth Treatment Foam""Sentai""",外用液劑,MINOXIDIL
衛署藥製字第052620號,Menber Tablets 5mg“H.H.”,錠劑,MEQUITAZINE
衛署藥製字第052621號,Shu Mei Fen Spray 10mg/gm,外用噴液劑,TERBINAFINE HYDROCHLORIDE
衛署藥製字第054641號,D.S.E.L. Injection“Tai Yu”,注射劑,POTASSIUM CHLORIDE;;SODIUM CHLORIDE;;CALCIUM CHLORIDE (DIHYDRATE);;MAGNESIUM CHLORIDE (HEXAHYDRATE);;DEXTROSE MONOHYDRATE;;SODIUM LACTATE (ANHYDROUS);;SODIUM ACETATE (TRIHYDRATE)
衛署藥製字第054643號,Cocine Tablets“H.H.”(Colchicine),錠劑,COLCHICINE
衛署藥製字第054644號,ALFE KHH Medical Oxygen (short-term use),醫用氣體(氣態),
衛署藥製字第054645號,“Lisim”Nail Lacquer 5% (Amorolfine),油劑,AMOROLFINE HYDROCHLORIDE
衛署藥製字第054646號,Tolcylic External Solution“Patron”,外用液劑,TOLNAFTATE;;SALICYLIC ACID
衛署藥製字第054647號,Sulbactam Powder for Injection 500 mg“C.C.P.C.”,乾粉注射劑,SULBACTAM ( AS SODIUM)
衛署藥製字第054966號,Prinwin Tablets 8mg,錠劑,PERINDOPRIL ERBUMINE
衛署藥製字第054967號,Atover F.C. Tablets 40 mg“P.L.”,膜衣錠,ATORVASTATIN CALCIUM
衛署藥製字第054969號,Anpeton Tablets“Astar”,錠劑,TRIPROLIDINE HCL MONOHYDRATE;;PSEUDOEPHEDRINE HCL
衛署藥製字第054971號,Shucoming Eye Gel,眼用凝膠劑,DEXAMETHASONE SODIUM PHOSPHATE
衛署藥製字第054972號,Mokast Chewable Tablets 5 mg,咀嚼錠,MONTELUKAST SODIUM
衛署藥製字第054973號,Meline Tablets 50mg (Mebhydroline),錠劑,Mebhydroline Nadypsylate
衛署藥製字第054974號,Wutanning Capsules 300mg“KOJAR”,膠囊劑,URSODEOXYCHOLIC ACID
衛署藥製字第054981號,Flanson Ointment,軟膏劑,FLUMETHASONE PIVALATE;;SALICYLIC ACID
衛署藥製字第054982號,Chce capsules 200mg,膠囊劑,CARBON ACTIVATED
衛署藥製字第054983號,Revina Tablets,錠劑,ESTRADIOL VALERATE;;MEDROXYPROGESTERONE ACETATE;;ESTRADIOL VALERATE
衛署藥製字第054994號,Terna Gel 10mg/gm“Patron”,外用凝膠劑,TERBINAFINE HYDROCHLORIDE
衛署藥製字第054995號,Lien-Chung Medical Oxygen (short-term use),醫用氣體(氣態),
衛署藥製字第055005號,Prewell Sustained-Release Tablets 150mg“Macro”,持續性藥效錠,BUPROPION HYDROCHLORIDE
衛署藥製字第055006號,Topotecan Hydrochloride“SPT”,粉劑,
衛署藥製字第055007號,BOCLH-KH Medical Oxygen (short-term use),醫用氣體(氣態),
衛署藥製字第055010號,Tilor Tablets 50 mg,錠劑,CILOSTAZOL
衛署藥製字第055011號,Rosital F.C. Tablets 4mg,膜衣錠,ROSIGLITAZONE MALEATE
衛署藥製字第055012號,Sinmaron O.D. Tablets 30mg,口溶錠,MIRTAZAPINE
衛署藥製字第055014號,Tonine Suspension 1mg/mL,懸液劑,DOMPERIDONE
衛署藥製字第055015號,Tunghsu Medical Oxygen (short-term use),醫用氣體(氣態),
衛署藥製字第020459號,"CP MYCIN CAPSULE 500MG (CEPHALEXIN)""WP""",膠囊劑,CEPHALEXIN
衛署藥製字第020471號,"TOLNAF CREAM 2% ""GCPC""",乳膏劑,TOLNAFTATE
衛署藥製字第020481號,BIOTASE POWDER,散劑,NEWLASE;;LIPASE;;DIASTASE BIO- ANHYDROUS
衛署藥製字第020485號,"JOHNSTAL FILM COATED TABLETS (MEFENAMIC ACID)""JOHNSON""",膜衣錠,MEFENAMIC ACID
衛署藥製字第020489號,"OXETHZINE TABLETS ""H.S.""",錠劑,OXETHAZAINE;;MAGNESIUM ALUMINUM METASILICATE (NEUSILIN)
衛署藥製字第020496號,"TREACOUGH SYRUP ""ROYAL""",糖漿劑,CODEINE PHOSPHATE;;CHLORPHENIRAMINE MALEATE;;PSEUDOEPHEDRINE HCL
衛署藥製字第020500號,"LINCOFON TABLETS ""ROYAL""",錠劑,ACETAMINOPHEN (EQ TO PARACETAMOL);;GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN);;CAFFEINE ANHYDROUS;;DEXTROMETHORPHAN HBR;;PSEUDOEPHEDRINE HCL;;CHLORPHENIRAMINE MALEATE
衛署藥製字第020549號,"QUININE HCL CAPSULES ""J.S.""",膠囊劑,QUININE HCL
衛署藥製字第020553號,POLY TON TABLET,錠劑,CAFFEINE ANHYDROUS;;ACETAMINOPHEN (EQ TO PARACETAMOL);;ALUMINUM BIS(ACETYLSALICYLATE)(ALUMINUM ACETYLSALICYLA
衛署藥製字第020557號,ACETOMIN TABLETS 500MG,錠劑,ACETAMINOPHEN (EQ TO PARACETAMOL)
衛署藥製字第020566號,"SHULYI CAPSULES ""C.M.""",膠囊劑,SALICYLAMIDE;;ACETAMINOPHEN (EQ TO PARACETAMOL)
衛署藥製字第020567號,*,散劑,ACETAMINOPHEN (EQ TO PARACETAMOL);;ETHENZAMIDE (ETHOXYBENZAMIDE);;CAFFEINE DEHYDRATE;;BROMISOVALUM ( EQ TO BROMOVALERYLUREA) ( EQ TO BROMVALETONE)
衛署藥製字第020570號,"GELCON TABLETS ""Y.K.""",錠劑,ALUMINUM HYDROXIDE DRIED GEL;;MAGNESIUM HYDROXIDE;;SIMETHICONE (ACTIVE DIMETHICONE)
衛署藥製字第020573號,POTASSIUM CHLORIDE INJECTION 15%,注射劑,POTASSIUM CHLORIDE
衛署藥製字第020574號,"CHYR TONG DAN SAN ""MIN TONG""",粉劑,ETHENZAMIDE (ETHOXYBENZAMIDE);;CAFFEINE ANHYDROUS;;BROMISOVALUM ( EQ TO BROMOVALERYLUREA) ( EQ TO BROMVALETONE);;ACETAMINOPHEN (EQ TO PARACETAMOL)
衛署藥製字第020613號,"CLONIDINE TABLETS ""H.H.""",錠劑,CLONIDINE HCL (CLONIDINE HYDROCHLORIDE)
衛署藥製字第020616號,Nitraze Tablets (Nitrazepam),錠劑,NITRAZEPAM
衛署藥製字第020620號,"FU-TUOO OINTMENT ""MEIDER""",軟膏劑,GENTAMICIN (AS SULFATE);;BETAMETHASONE (AS VALERATE);;IODOCHLORHYDROXYQUIN;;TOLNAFTATE;;IODOCHLORHYDROXYQUIN;;TOLNAFTATE;;GENTAMICIN (AS SULFATE);;BETAMETHASONE (AS VALERATE)
衛署藥製字第020640號,NILPRESS TABLETS 2MG (PRAZOSIN),錠劑,PRAZOSIN HCL
衛署藥製字第020702號,"UNIQNE TABLETS ""TAITEN"" (MEBENDAZOLE)",錠劑,MEBENDAZOLE
衛署藥製字第020707號,DEPYRETIN TABLETS 500mg(ACETAMINOPHEN),錠劑,ACETAMINOPHEN (EQ TO PARACETAMOL)
衛署藥製字第020713號,"DIABEN TABLETS (GLIBENCLAMIDE) ""ROYAL""",錠劑,GLYBURIDE (EQ TO GLIBENCLAMIDE)
衛署藥製字第020715號,"SINTON TABLETS (NAPROXEN) ""CHINTENG""",錠劑,NAPROXEN
衛署藥製字第020731號,"ETHACAINE TABLETS ""PATRON""",錠劑,SCOPOLIA EXTRACT;;BENZOCAINE (ETHYL AMINOBENZOATE);;BROMISOVALUM ( EQ TO BROMOVALERYLUREA) ( EQ TO BROMVALETONE);;ETHAVERINE HCL (eq to BALBONIN) (eq to Ethylpapaverine HCl)
衛署藥製字第020733號,"GREENSOON TABLETS ""PATRON""",錠劑,SODIUM COPPER CHLOROPHYLLIN
